tweet_id,user_id,episode_id,created_at,updated_at,fb_action_id
,4524940,7405318,2019-10-28 21:15:12 +0000 UTC,2019-10-28 21:15:12 +0000 UTC,
,4524940,7408840,2020-01-18 21:52:53 +0000 UTC,2020-01-18 21:52:53 +0000 UTC,
,4524940,7408842,2020-01-18 22:56:22 +0000 UTC,2020-01-18 22:56:22 +0000 UTC,
,4524940,7410437,2019-12-22 16:58:01 +0000 UTC,2019-12-22 16:58:01 +0000 UTC,
,4524940,7410438,2019-12-23 13:27:41 +0000 UTC,2019-12-23 13:27:41 +0000 UTC,
,4524940,7410439,2019-12-24 10:31:12 +0000 UTC,2019-12-24 10:31:12 +0000 UTC,
,4524940,7410440,2019-12-24 12:41:24 +0000 UTC,2019-12-24 12:41:24 +0000 UTC,
,4524940,7410442,2019-12-24 13:29:18 +0000 UTC,2019-12-24 13:29:18 +0000 UTC,
,4524940,7410445,2019-12-24 19:12:03 +0000 UTC,2019-12-24 19:12:03 +0000 UTC,
,4524940,7410449,2019-12-28 13:19:09 +0000 UTC,2019-12-28 13:19:09 +0000 UTC,
,4524940,7414838,2019-11-04 22:24:46 +0000 UTC,2019-11-04 22:24:46 +0000 UTC,
,4524940,7422121,2019-11-04 12:15:00 +0000 UTC,2019-11-04 12:15:00 +0000 UTC,
,4524940,7422123,2019-11-11 12:21:37 +0000 UTC,2019-11-11 12:21:37 +0000 UTC,
,4524940,7425877,2019-11-11 21:26:58 +0000 UTC,2019-11-11 21:26:58 +0000 UTC,
,4524940,7426787,2019-11-09 20:00:01 +0000 UTC,2019-11-09 20:00:01 +0000 UTC,
,4524940,7427284,2019-11-13 21:08:28 +0000 UTC,2019-11-13 21:08:28 +0000 UTC,
,4524940,7428555,2019-12-26 21:15:58 +0000 UTC,2019-12-26 21:15:58 +0000 UTC,
,4524940,7428567,2019-12-29 13:28:39 +0000 UTC,2019-12-29 13:28:39 +0000 UTC,
,4524940,7428568,2019-12-30 20:39:04 +0000 UTC,2019-12-30 20:39:04 +0000 UTC,
,4524940,7428571,2020-01-01 15:14:26 +0000 UTC,2020-01-01 15:14:26 +0000 UTC,
,4524940,7428572,2020-01-12 12:31:31 +0000 UTC,2020-01-12 12:31:31 +0000 UTC,
,4524940,7428573,2020-01-13 23:00:34 +0000 UTC,2020-01-13 23:00:34 +0000 UTC,
,4524940,7428574,2020-01-16 11:18:09 +0000 UTC,2020-01-16 11:18:09 +0000 UTC,
,4524940,7428575,2020-01-16 23:30:20 +0000 UTC,2020-01-16 23:30:20 +0000 UTC,
,4524940,7434940,2019-11-21 20:56:21 +0000 UTC,2019-11-21 20:56:21 +0000 UTC,
,4524940,7434943,2019-11-28 20:55:21 +0000 UTC,2019-11-28 20:55:21 +0000 UTC,
,4524940,7437269,2019-11-19 08:14:22 +0000 UTC,2019-11-19 08:14:22 +0000 UTC,
,4524940,7437795,2020-01-22 06:40:35 +0000 UTC,2020-01-22 06:40:35 +0000 UTC,
,4524940,7437799,2020-01-28 07:15:51 +0000 UTC,2020-01-28 07:15:51 +0000 UTC,
,4524940,7437800,2020-02-04 08:19:10 +0000 UTC,2020-02-04 08:19:10 +0000 UTC,
,4524940,7437802,2020-02-11 07:33:33 +0000 UTC,2020-02-11 07:33:33 +0000 UTC,
,4524940,7437803,2020-02-24 22:12:19 +0000 UTC,2020-02-24 22:12:19 +0000 UTC,
,4524940,7437805,2020-02-25 11:19:21 +0000 UTC,2020-02-25 11:19:21 +0000 UTC,
,4524940,7437806,2020-03-08 12:43:38 +0000 UTC,2020-03-08 12:43:38 +0000 UTC,
,4524940,7437809,2020-03-10 22:51:21 +0000 UTC,2020-03-10 22:51:21 +0000 UTC,
,4524940,7440903,2019-12-04 21:01:07 +0000 UTC,2019-12-04 21:01:07 +0000 UTC,
,4524940,7440904,2019-12-17 21:33:06 +0000 UTC,2019-12-17 21:33:06 +0000 UTC,
,4524940,7444628,2019-11-18 15:12:37 +0000 UTC,2019-11-18 15:12:37 +0000 UTC,
,4524940,7444630,2019-11-26 10:42:34 +0000 UTC,2019-11-26 10:42:34 +0000 UTC,
,4524940,7444632,2019-12-02 15:42:21 +0000 UTC,2019-12-02 15:42:21 +0000 UTC,
,4524940,7444636,2019-12-09 12:10:54 +0000 UTC,2019-12-09 12:10:54 +0000 UTC,
,4524940,7447922,2019-11-29 21:35:59 +0000 UTC,2019-11-29 21:35:59 +0000 UTC,
,4524940,7447924,2019-12-01 23:03:47 +0000 UTC,2019-12-01 23:03:47 +0000 UTC,
,4524940,7447926,2019-12-03 21:11:23 +0000 UTC,2019-12-03 21:11:23 +0000 UTC,
,4524940,7447927,2019-12-06 14:43:32 +0000 UTC,2019-12-06 14:43:32 +0000 UTC,
,4524940,7447929,2019-12-07 19:27:41 +0000 UTC,2019-12-07 19:27:41 +0000 UTC,
,4524940,7447930,2019-12-08 19:07:42 +0000 UTC,2019-12-08 19:07:42 +0000 UTC,
,4524940,7447933,2019-12-08 22:07:13 +0000 UTC,2019-12-08 22:07:13 +0000 UTC,
,4524940,7447935,2019-12-09 20:43:12 +0000 UTC,2019-12-09 20:43:12 +0000 UTC,
,4524940,7447937,2019-12-10 19:02:31 +0000 UTC,2019-12-10 19:02:31 +0000 UTC,
,4524940,7448422,2019-11-26 10:41:04 +0000 UTC,2019-11-26 10:41:04 +0000 UTC,
